CustomerKey,FirstName,MiddleName,LastName,CountryName,DateFirstPurchase,SalesOrderNumber,OrderDate,SalesAmount,OrderElapsedDays
29191,Chelsea,,Weber,Australia,2013-04-16,SO56318,2013-04-16 00:00:00.000,2393.06,0
27353,Gilbert,T,Andersen,Australia,2012-11-01,SO50383,2012-11-01 00:00:00.000,782.99,0
20851,Frank,T,Sanz,United Kingdom,2012-04-18,SO56343,2013-04-17 00:00:00.000,1735.98,364
17243,Miranda,,Flores,Australia,2013-02-19,SO52971,2013-02-19 00:00:00.000,53.99,0
24495,Kellie,M,Ortega,Australia,2014-01-14,SO74655,2014-01-14 00:00:00.000,14.98,0
16164,Amy,,Liang,Australia,2012-12-18,SO66360,2013-09-14 00:00:00.000,589.98,270
18075,Courtney,C,Adams,United States,2013-11-05,SO70134,2013-11-05 00:00:00.000,2394.97,0
11657,Megan,A,Cox,United States,2013-05-25,SO58618,2013-05-25 00:00:00.000,124.97,0
29209,Jordan,,Evans,Canada,2013-02-26,SO53373,2013-02-26 00:00:00.000,39.98,0
19658,Dylan,W,Russell,United States,2013-06-16,SO60286,2013-06-16 00:00:00.000,539.99,0
14951,Katie,A,Rai,Germany,2011-11-22,SO46293,2011-11-22 00:00:00.000,3578.27,0
24025,Eugene,,Zeng,Germany,2013-08-29,SO65391,2013-08-29 00:00:00.000,578.46,0
26978,Cassie,A,Sharma,United Kingdom,2013-09-12,SO66258,2013-09-12 00:00:00.000,553.97,0
11759,Dawn,L,Nath,Australia,2011-07-10,SO61855,2013-07-09 00:00:00.000,2384.07,730
29473,Carmen,J,Subram,United Kingdom,2013-06-03,SO59402,2013-06-03 00:00:00.000,2419.06,0
11652,Samuel,V,Russell,Canada,2013-06-26,SO73207,2013-12-16 00:00:00.000,78.98,173
25313,Trevor,C,Coleman,United Kingdom,2013-07-25,SO62791,2013-07-25 00:00:00.000,3.99,0
15503,Caitlin,V,James,United States,2012-07-07,SO48852,2012-07-07 00:00:00.000,782.99,0
27003,Roger,,Jai,Germany,2013-09-03,SO65661,2013-09-03 00:00:00.000,21.49,0
11566,April,L,Shan,France,2013-01-28,SO59867,2013-06-10 00:00:00.000,36.27,133
16214,Brett,L,Fernandez,United States,2013-03-31,SO55415,2013-03-31 00:00:00.000,15.23,0
19957,Arthur,A,Mehta,Australia,2011-09-11,SO60239,2013-06-15 00:00:00.000,2457.33,643
12553,Toni,C,Fernandez,France,2013-05-11,SO57825,2013-05-11 00:00:00.000,9.99,0
21961,Chelsea,,Garcia,Australia,2013-03-02,SO53724,2013-03-02 00:00:00.000,42.28,0
21554,Molly,,Rana,Australia,2013-08-25,SO64898,2013-08-25 00:00:00.000,74.98,0
18160,Bryan,,Rivera,United Kingdom,2012-11-17,SO73029,2013-12-13 00:00:00.000,2393.06,391
25939,Willie,A,Tang,Australia,2011-12-11,SO46478,2011-12-11 00:00:00.000,699.0982,0
14359,Eduardo,R,Henderson,Canada,2013-02-10,SO68437,2013-10-15 00:00:00.000,42.28,247
12610,Wendy,,Gutierrez,United Kingdom,2013-07-08,SO66475,2013-09-16 00:00:00.000,8.99,70
18744,April,R,Raje,Australia,2013-06-04,SO59413,2013-06-04 00:00:00.000,21.98,0
17499,Marcus,,Campbell,United States,2013-11-06,SO70213,2013-11-06 00:00:00.000,2294.99,0
24469,Roger,,Andersen,Australia,2013-02-16,SO52847,2013-02-16 00:00:00.000,64.47,0
23690,Angel,A,James,United States,2013-02-01,SO52080,2013-02-01 00:00:00.000,38.98,0
13839,Manuel,,Madan,France,2012-02-03,SO60467,2013-06-19 00:00:00.000,799.48,502
25189,Aidan,,Hayes,United States,2014-01-01,SO74263,2014-01-01 00:00:00.000,152.60,0
11624,Ryan,C,Smith,United States,2011-09-21,SO56740,2013-04-24 00:00:00.000,2319.99,581
18162,Misty,H,Pal,France,2013-10-10,SO68121,2013-10-10 00:00:00.000,7.28,0
24003,Warren,A,Kumar,Australia,2012-08-29,SO63477,2013-08-02 00:00:00.000,624.97,338
17233,Michele,,Raman,Australia,2011-03-24,SO61481,2013-07-03 00:00:00.000,769.49,832
11828,Katherine,,Martinez,United States,2013-04-03,SO56465,2013-04-19 00:00:00.000,39.99,16
19541,Alexandra,,Cooper,Canada,2013-08-06,SO63714,2013-08-06 00:00:00.000,98.96,0
22011,Richard,L,Patterson,United States,2013-11-29,SO71968,2013-11-29 00:00:00.000,68.97,0
17649,Ronald,F,Mehta,United Kingdom,2013-02-14,SO52751,2013-02-14 00:00:00.000,3.99,0
26025,Aimee,,Zhang,Australia,2012-02-28,SO68934,2013-10-22 00:00:00.000,1134.47,602
11626,Destiny,,Rogers,United States,2011-09-01,SO55856,2013-04-07 00:00:00.000,2380.47,584
13103,Brendan,,Raji,Australia,2012-06-26,SO59753,2013-06-08 00:00:00.000,2395.45,347
20316,Suzanne,R,Zhang,Australia,2013-02-26,SO53354,2013-02-26 00:00:00.000,39.98,0
18219,Felicia,J,Gomez,Australia,2011-05-22,SO51528,2013-01-19 00:00:00.000,2460.29,608
13273,Elizabeth,,Lee,United States,2012-02-25,SO47318,2012-02-25 00:00:00.000,2181.5625,0
25896,Marissa,,Coleman,United States,2013-06-25,SO60856,2013-06-25 00:00:00.000,121.57,0
16406,Dakota,M,Henderson,United Kingdom,2012-02-05,SO52032,2013-01-31 00:00:00.000,928.49,361
28506,Ruth,L,Schmidt,France,2012-01-11,SO69386,2013-10-28 00:00:00.000,1164.47,656
26825,Jamie,,Jimenez,Germany,2013-01-27,SO51689,2013-01-27 00:00:00.000,1228.83,0
27543,Katherine,P,Griffin,United States,2012-12-09,SO50884,2012-12-09 00:00:00.000,2049.0982,0
16822,Marshall,,Lin,United Kingdom,2012-05-10,SO48150,2012-05-10 00:00:00.000,2443.35,0
22020,Jaime,,Shan,Australia,2013-09-26,SO67084,2013-09-26 00:00:00.000,56.97,0
19646,Ian,,Lee,Canada,2013-11-04,SO73518,2013-12-20 00:00:00.000,39.98,46
25821,Krystal,,Gao,Australia,2011-08-25,SO64887,2013-08-24 00:00:00.000,1179.97,730
14214,Robyn,,Munoz,Australia,2012-08-14,SO49314,2012-08-14 00:00:00.000,2049.0982,0
12619,Priscilla,C,Rai,United Kingdom,2012-08-04,SO49219,2012-08-04 00:00:00.000,2049.0982,0
26484,Fernando,E,Patterson,United States,2012-04-28,SO47950,2012-04-28 00:00:00.000,2071.4196,0
26032,Leslie,J,Ruiz,Australia,2013-02-05,SO52291,2013-02-05 00:00:00.000,7.28,0
21545,Michele,M,Schmidt,United Kingdom,2012-12-17,SO50971,2012-12-17 00:00:00.000,782.99,0
16431,Jermaine,,Rodriguez,France,2012-11-01,SO57599,2013-05-07 00:00:00.000,2587.84,187
27736,Mackenzie,,Young,United States,2013-12-01,SO72077,2013-12-01 00:00:00.000,60.47,0
13607,Levi,J,Rana,Germany,2011-04-18,SO44421,2011-04-18 00:00:00.000,3578.27,0
25907,Kelli,,Shen,Australia,2014-01-14,SO74654,2014-01-14 00:00:00.000,6.28,0
21379,Colleen,S,Huang,Australia,2012-02-14,SO47209,2012-02-14 00:00:00.000,2443.35,0
12153,Kaitlyn,M,Bailey,United States,2011-11-27,SO53857,2013-03-04 00:00:00.000,2359.96,463
13464,Martha,C,Hu,United States,2012-04-19,SO47882,2012-04-19 00:00:00.000,2181.5625,0
11792,Alexia,J,Perry,United States,2013-05-03,SO61269,2013-06-30 00:00:00.000,84.98,58
12131,Randall,M,Dominguez,France,2011-02-21,SO52017,2013-01-30 00:00:00.000,2420.34,709
24766,Christian,A,White,United States,2013-07-25,SO62777,2013-07-25 00:00:00.000,71.58,0
27207,Taylor,V,Morris,United States,2013-03-06,SO53930,2013-03-06 00:00:00.000,4.99,0
24598,Irma,J.,Sherwood,Australia,2012-12-04,SO72702,2013-12-09 00:00:00.000,1784.96,370
21923,Justin,,Williams,United States,2013-12-06,SO72501,2013-12-06 00:00:00.000,1120.49,0
25753,Nichole,P,Lal,United Kingdom,2013-11-10,SO70488,2013-11-10 00:00:00.000,3.99,0
25936,Deanna,H,Schmidt,Australia,2011-11-05,SO71606,2013-11-26 00:00:00.000,548.98,752
24397,Henry,S,Raman,United States,2013-03-02,SO53734,2013-03-02 00:00:00.000,38.88,0
16158,Kathleen,J,Gomez,Australia,2012-12-06,SO50857,2012-12-06 00:00:00.000,2049.0982,0
14304,Jacquelyn,,Jimenez,Australia,2012-09-26,SO68885,2013-10-21 00:00:00.000,777.34,390
24282,Damien,K,Raji,Australia,2012-11-23,SO69224,2013-10-26 00:00:00.000,1735.98,337
27472,Mindy,V,Chande,Australia,2012-12-18,SO50993,2012-12-18 00:00:00.000,782.99,0
26038,Nicole,E,Flores,Germany,2013-08-29,SO65392,2013-08-29 00:00:00.000,2503.03,0
24935,James,R,Hayes,United States,2013-09-06,SO65823,2013-09-06 00:00:00.000,38.88,0
20371,Grace,J,Bryant,United States,2013-06-15,SO60244,2013-06-15 00:00:00.000,1174.48,0
28742,Erick,,Vance,United Kingdom,2013-09-30,SO67476,2013-09-30 00:00:00.000,2428.05,0
14988,Mandy,,Lu,United Kingdom,2013-06-25,SO74238,2013-12-31 00:00:00.000,35.00,189
24615,Dwayne,C,Ortega,Australia,2012-03-29,SO47654,2012-03-29 00:00:00.000,1000.4375,0
14371,Jeremiah,,Lewis,Canada,2013-03-15,SO74344,2014-01-04 00:00:00.000,32.60,295
26170,Jeremiah,C,Jenkins,United States,2014-01-05,SO74380,2014-01-05 00:00:00.000,28.99,0
11629,Isaiah,D,Wright,United States,2011-09-25,SO56422,2013-04-18 00:00:00.000,2351.96,571
21690,Samantha,,Thomas,Canada,2013-04-18,SO56403,2013-04-18 00:00:00.000,93.97,0
21672,Craig,D,Gomez,Germany,2013-12-26,SO74019,2013-12-26 00:00:00.000,1155.48,0
20154,Raul,Q,Luo,Australia,2011-10-04,SO52763,2013-02-14 00:00:00.000,574.98,499
11414,Ian,,Richardson,United Kingdom,2011-08-13,SO65874,2013-09-06 00:00:00.000,615.47,755
12648,Lori,,Dominguez,United Kingdom,2012-09-23,SO56127,2013-04-13 00:00:00.000,2325.96,202
11414,Ian,,Richardson,United Kingdom,2011-08-13,SO45428,2011-08-13 00:00:00.000,3399.99,0
12951,Blake,,Simmons,United States,2013-03-29,SO55218,2013-03-29 00:00:00.000,30.97,0
12316,Alejandro,K,Luo,United Kingdom,2012-05-30,SO48405,2012-05-30 00:00:00.000,2071.4196,0
26354,Nelson,,Serrano,Germany,2013-11-24,SO71427,2013-11-24 00:00:00.000,1750.98,0
22777,Tyler,,Garcia,United States,2013-06-05,SO59515,2013-06-05 00:00:00.000,193.98,0
24951,Jeremy,D,Ward,United States,2013-07-30,SO63075,2013-07-30 00:00:00.000,32.60,0
15626,Eduardo,F,White,Germany,2012-02-28,SO61667,2013-07-07 00:00:00.000,2424.97,495
27842,Evelyn,,Arun,United Kingdom,2013-06-28,SO61066,2013-06-28 00:00:00.000,23.78,0
28875,Denise,,Smith,France,2013-12-12,SO72897,2013-12-12 00:00:00.000,39.98,0
29078,Victoria,,Sanders,United States,2013-08-18,SO64478,2013-08-18 00:00:00.000,63.97,0
16644,Leonard,C,Goel,United States,2013-07-27,SO62902,2013-07-27 00:00:00.000,4.99,0
25967,Alexis,S,Martinez,United States,2013-07-01,SO61332,2013-07-01 00:00:00.000,29.98,0
24483,Arthur,,Kapoor,Australia,2013-09-16,SO66440,2013-09-16 00:00:00.000,23.97,0
28006,Seth,A,Torres,United States,2013-06-09,SO59770,2013-06-09 00:00:00.000,7.28,0
15441,Christy,L,Zeng,United Kingdom,2013-04-03,SO59317,2013-06-02 00:00:00.000,39.98,60
12549,Donna,,Xie,France,2011-08-18,SO45453,2011-08-18 00:00:00.000,3578.27,0
17647,Molly,C,Lopez,France,2012-06-04,SO48453,2012-06-04 00:00:00.000,1000.4375,0
16194,Katie,,Deng,France,2013-03-24,SO54953,2013-03-24 00:00:00.000,49.48,0
26154,Cory,,Madan,Australia,2012-03-19,SO66818,2013-09-21 00:00:00.000,1155.48,551
13234,Robert,P,Lewis,United States,2013-01-31,SO52055,2013-01-31 00:00:00.000,36.96,0
23544,Misty,A,Raje,Australia,2012-08-26,SO64594,2013-08-19 00:00:00.000,1789.45,358
21656,Hannah,J,Hayes,Canada,2013-08-16,SO64333,2013-08-16 00:00:00.000,56.97,0
18148,Jaclyn,,Huang,France,2011-10-16,SO57705,2013-05-09 00:00:00.000,819.48,571
24749,Marshall,C,Guo,United States,2013-09-24,SO66963,2013-09-24 00:00:00.000,64.97,0
20035,Cesar,,Fernandez,Canada,2011-12-26,SO70501,2013-11-10 00:00:00.000,2319.99,685
21156,Maria,E,Lopez,United States,2013-09-17,SO66558,2013-09-17 00:00:00.000,1149.47,0
12715,Eddie,J,Gill,Australia,2013-03-12,SO54257,2013-03-12 00:00:00.000,64.97,0
11631,Antonio,C,Bennett,Canada,2013-02-07,SO73879,2013-12-25 00:00:00.000,78.48,321
17715,Rafael,J,Pal,United Kingdom,2012-07-10,SO48878,2012-07-10 00:00:00.000,2181.5625,0
25719,Kristine,,Diaz,Germany,2013-02-13,SO52706,2013-02-13 00:00:00.000,60.47,0
23013,Louis,J,Yang,Australia,2013-06-20,SO60525,2013-06-20 00:00:00.000,12.94,0
19035,Stanley,C,Schmidt,Germany,2012-07-28,SO68822,2013-10-21 00:00:00.000,2319.99,450
26786,Seth,R,Smith,United States,2012-07-08,SO48861,2012-07-08 00:00:00.000,2071.4196,0
17847,Logan,G,Lee,Germany,2012-10-05,SO61110,2013-06-29 00:00:00.000,1700.99,267
26003,Denise,,Subram,United States,2011-09-10,SO45659,2011-09-10 00:00:00.000,3374.99,0
20620,Victoria,J,Cook,Australia,2011-12-19,SO46534,2011-12-19 00:00:00.000,3578.27,0
20188,Kimberly,A,Watson,Canada,2012-01-16,SO46832,2012-01-16 00:00:00.000,2071.4196,0
27957,Tabitha,,Suri,United Kingdom,2013-03-31,SO55426,2013-03-31 00:00:00.000,6.28,0
13002,Roger,A,Cai,Australia,2013-02-25,SO68956,2013-10-23 00:00:00.000,24.99,240
16528,Dominique,,Garcia,Australia,2011-01-24,SO43818,2011-01-24 00:00:00.000,3578.27,0
24364,Henry,M,Prasad,Australia,2012-11-08,SO71603,2013-11-26 00:00:00.000,1783.96,383
27408,Tabitha,E,Sanchez,United States,2013-09-03,SO65645,2013-09-03 00:00:00.000,77.96,0
14771,Heidi,,Vance,United Kingdom,2011-06-18,SO68547,2013-10-17 00:00:00.000,2354.98,852
12148,Gabrielle,A,Morris,United States,2013-11-23,SO74185,2013-12-30 00:00:00.000,7.95,37
16343,Joel,E,Malhotra,Australia,2013-06-07,SO69723,2013-10-31 00:00:00.000,21.98,146
24413,Nathan,A,Lewis,United States,2013-01-12,SO51435,2013-01-12 00:00:00.000,2407.04,0
20253,Veronica,G,Kapoor,Australia,2011-09-30,SO45823,2011-09-30 00:00:00.000,3578.27,0
23914,Tonya,L,Sharma,Germany,2013-09-05,SO65768,2013-09-05 00:00:00.000,6.28,0
16460,Jodi,,Xu,United Kingdom,2013-06-15,SO60215,2013-06-15 00:00:00.000,7.28,0
12650,Aaron,L,Wright,France,2011-10-06,SO60561,2013-06-20 00:00:00.000,2419.06,623
28478,Riley,M,Long,France,2011-09-10,SO45654,2011-09-10 00:00:00.000,3374.99,0
16375,Gabriella,,Hernandez,United States,2013-05-15,SO58057,2013-05-15 00:00:00.000,2478.34,0
28076,Logan,M,Williams,United States,2011-02-07,SO73852,2013-12-24 00:00:00.000,2419.06,1051
14955,Jorge,A,Xu,United Kingdom,2013-07-08,SO64346,2013-08-16 00:00:00.000,33.98,39
16645,Chelsea,,Subram,United States,2013-10-10,SO68132,2013-10-10 00:00:00.000,2357.28,0
12916,Natalie,J,Ross,Canada,2013-05-10,SO68778,2013-10-20 00:00:00.000,42.28,163
18132,Adrienne,M,Blanco,France,2011-09-14,SO66018,2013-09-09 00:00:00.000,2334.97,726
12682,Kari,,Subram,Australia,2013-06-02,SO60330,2013-06-17 00:00:00.000,3.99,15
29293,Nuan,,Wu,Australia,2013-04-14,SO56215,2013-04-14 00:00:00.000,2384.07,0
24968,Dalton,L,Moore,United States,2013-06-27,SO60976,2013-06-27 00:00:00.000,44.54,0
23429,Jenny,C,Kumar,Australia,2012-08-16,SO49335,2012-08-16 00:00:00.000,2181.5625,0
22093,Sydney,A,Baker,United States,2013-05-16,SO58122,2013-05-16 00:00:00.000,588.96,0
16726,Miguel,,Wood,United States,2013-12-26,SO73976,2013-12-26 00:00:00.000,7.28,0
12315,Ann,S,Rodriguez,United Kingdom,2012-06-26,SO54378,2013-03-14 00:00:00.000,2334.97,261
23112,James,C,Butler,United States,2013-05-09,SO57741,2013-05-09 00:00:00.000,561.48,0
11147,Ernest,L,Wu,Australia,2011-05-13,SO68538,2013-10-16 00:00:00.000,2443.55,887
24398,Brandon,,Davis,United States,2013-04-18,SO56394,2013-04-18 00:00:00.000,42.84,0
18615,Charles,,Peterson,United States,2013-12-13,SO73004,2013-12-13 00:00:00.000,2334.97,0
11196,Alfredo,,Romero,United States,2013-03-03,SO53786,2013-03-03 00:00:00.000,2.29,0
18165,Randall,A,Gill,United Kingdom,2013-04-11,SO56046,2013-04-11 00:00:00.000,42.28,0
13650,Jessie,A,She,Australia,2012-07-11,SO48891,2012-07-11 00:00:00.000,2049.0982,0
26957,Kristina,,Sai,Germany,2013-12-11,SO72838,2013-12-11 00:00:00.000,1759.97,0
12166,Jared,J,Rogers,Canada,2013-07-11,SO70545,2013-11-11 00:00:00.000,39.98,123
17029,Suzanne,E,Xu,United States,2013-05-27,SO58757,2013-05-27 00:00:00.000,1759.97,0
13532,Melody,V,Gill,Germany,2013-09-25,SO67054,2013-09-25 00:00:00.000,7.28,0
25037,Terrence,R,Rai,Australia,2012-09-13,SO60687,2013-06-22 00:00:00.000,1174.48,282
17335,Miguel,,Gonzales,United States,2013-04-23,SO56660,2013-04-23 00:00:00.000,4.99,0
11535,Devin,,Nelson,United States,2011-09-02,SO45611,2011-09-02 00:00:00.000,3578.27,0
11810,Antonio,K,Washington,United States,2011-10-20,SO45954,2011-10-20 00:00:00.000,3578.27,0
24335,Richard,,Wright,United States,2013-12-04,SO72339,2013-12-04 00:00:00.000,574.98,0
16681,Louis,A,Chande,Australia,2013-06-29,SO61098,2013-06-29 00:00:00.000,32.28,0
11151,Melinda,G,Gill,Australia,2011-05-15,SO68811,2013-10-20 00:00:00.000,2393.06,889
25378,Gabriella,A,Scott,United States,2013-02-21,SO53091,2013-02-21 00:00:00.000,38.88,0
12996,Jaclyn,,Liu,Australia,2012-04-21,SO47899,2012-04-21 00:00:00.000,2049.0982,0
12510,Roberto,,Sanz,France,2011-08-27,SO66762,2013-09-20 00:00:00.000,567.76,755
25439,Janelle,J,Arthur,United States,2013-02-01,SO52078,2013-02-01 00:00:00.000,71.58,0
14023,Beth,J,Carlson,United States,2012-02-17,SO73558,2013-12-20 00:00:00.000,574.98,672
21936,Emma,H,Reed,United States,2013-09-01,SO65516,2013-09-01 00:00:00.000,99.96,0
26986,Riley,A,Watson,Germany,2013-03-13,SO54372,2013-03-13 00:00:00.000,1155.48,0
26700,Sydney,,Ramirez,Canada,2013-04-26,SO56820,2013-04-26 00:00:00.000,7.28,0
22913,Valerie,,Lu,Australia,2012-05-30,SO72412,2013-12-05 00:00:00.000,2502.83,554
24101,Kaitlyn,H,Anderson,United Kingdom,2013-07-11,SO61967,2013-07-11 00:00:00.000,1170.48,0
16279,Victoria,,Patterson,Germany,2013-09-27,SO67171,2013-09-27 00:00:00.000,48.97,0
25471,Spencer,R,Ross,France,2013-11-18,SO71054,2013-11-18 00:00:00.000,39.98,0
17685,Diana,M,Torres,United States,2013-02-01,SO52093,2013-02-01 00:00:00.000,4.99,0
18319,Aimee,R,Sun,Australia,2013-04-24,SO56698,2013-04-24 00:00:00.000,60.47,0
21102,Willie,M,Zheng,Germany,2013-09-03,SO65638,2013-09-03 00:00:00.000,793.46,0
13980,Margaret,R,Liu,United States,2013-04-21,SO56575,2013-04-21 00:00:00.000,56.97,0
13957,Meredith,,Munoz,Australia,2012-07-18,SO48947,2012-07-18 00:00:00.000,2071.4196,0
25948,Christine,D,Stone,Australia,2011-12-21,SO46556,2011-12-21 00:00:00.000,699.0982,0
26734,Morgan,A,Powell,United States,2012-07-12,SO48900,2012-07-12 00:00:00.000,2049.0982,0
12321,Rosa,K,Hu,France,2011-06-02,SO58416,2013-05-22 00:00:00.000,2318.96,720
11901,Stacy,,Alvarez,Australia,2011-09-10,SO45663,2011-09-10 00:00:00.000,3399.99,0
12680,George,M,Sanchez,Australia,2012-02-21,SO55667,2013-04-04 00:00:00.000,2369.97,408
16256,Richard,S,Collins,United Kingdom,2013-06-10,SO59858,2013-06-10 00:00:00.000,76.97,0
29365,Cheryl,M,Carlson,Germany,2013-11-01,SO69843,2013-11-01 00:00:00.000,778.62,0
22547,Elijah,C,Flores,United States,2013-05-07,SO57605,2013-05-07 00:00:00.000,37.27,0
28715,Maria,E,Foster,Australia,2013-07-18,SO62395,2013-07-18 00:00:00.000,588.96,0
14066,Melody,S,Jimenez,Australia,2012-08-21,SO49392,2012-08-21 00:00:00.000,2049.0982,0
12894,Natalie,,Walker,United States,2013-07-15,SO62158,2013-07-15 00:00:00.000,13.98,0
16758,Justin,E,Perry,Canada,2013-06-04,SO59467,2013-06-04 00:00:00.000,742.35,0
18571,Cameron,S,Kumar,Canada,2013-03-19,SO54711,2013-03-19 00:00:00.000,1120.49,0
11074,Levi,A,Arun,Australia,2013-03-23,SO58717,2013-05-27 00:00:00.000,8.99,65
15904,Janice,,Bennett,United States,2012-11-15,SO59187,2013-05-31 00:00:00.000,611.96,197
22615,Misty,,Xu,Germany,2013-06-19,SO60515,2013-06-19 00:00:00.000,539.99,0
18894,Eric,O,Allen,United States,2013-12-14,SO73070,2013-12-14 00:00:00.000,2316.97,0
24744,Brendan,S,Yuan,Canada,2013-10-09,SO68045,2013-10-09 00:00:00.000,4.99,0
14557,Mathew,L,Sanz,Australia,2013-01-29,SO74940,2014-01-23 00:00:00.000,53.99,359
16765,Dalton,R,White,United States,2013-07-28,SO62969,2013-07-28 00:00:00.000,4.99,0
13582,Martha,,Gao,United Kingdom,2013-01-29,SO51955,2013-01-29 00:00:00.000,68.97,0
27284,Danielle,Y,Bailey,United States,2013-05-24,SO58554,2013-05-24 00:00:00.000,122.96,0
18033,Evelyn,W,Patel,Germany,2013-09-01,SO65529,2013-09-01 00:00:00.000,24.99,0
15568,Aaron,A,Hayes,United States,2012-09-25,SO49797,2012-09-25 00:00:00.000,782.99,0
22363,Faith,M,Diaz,Canada,2013-06-26,SO60913,2013-06-26 00:00:00.000,56.97,0
27104,Randy,B,Zhu,United States,2012-09-05,SO68071,2013-10-09 00:00:00.000,2419.06,399
17896,Renee,,Gutierrez,United Kingdom,2012-09-09,SO61437,2013-07-03 00:00:00.000,601.44,297
14055,Alejandro,,Kumar,Australia,2012-08-09,SO74136,2013-12-28 00:00:00.000,2376.96,506
24249,Jesse,D,Howard,Australia,2012-10-04,SO49960,2012-10-04 00:00:00.000,2181.5625,0
21925,Tabitha,T,Dominguez,Canada,2014-01-01,SO74268,2014-01-01 00:00:00.000,7.28,0
26469,Joy,G,Alvarez,United States,2013-03-05,SO53887,2013-03-05 00:00:00.000,64.97,0
11494,Jimmy,M,Gutierrez,United Kingdom,2011-12-23,SO46564,2011-12-23 00:00:00.000,3399.99,0
16575,Veronica,G,Vance,United Kingdom,2012-04-10,SO47807,2012-04-10 00:00:00.000,2181.5625,0
15592,Janet,L,Moreno,Australia,2013-02-02,SO52114,2013-02-02 00:00:00.000,24.99,0
28092,Morgan,,Hall,Canada,2011-08-11,SO45415,2011-08-11 00:00:00.000,3578.27,0
23747,Theodore,,Romero,United Kingdom,2013-04-25,SO56792,2013-04-25 00:00:00.000,1142.42,0
20820,Kathleen,A,Rubio,Australia,2011-11-30,SO54362,2013-03-13 00:00:00.000,565.47,469
12133,Colleen,C,Xie,United Kingdom,2012-02-11,SO72099,2013-12-01 00:00:00.000,777.34,659
26037,Erik,L,Dominguez,United Kingdom,2013-02-21,SO53110,2013-02-21 00:00:00.000,38.98,0
15323,Eduardo,,Wilson,Canada,2013-11-20,SO71182,2013-11-20 00:00:00.000,804.47,0
11745,Allison,,Gonzalez,United States,2011-10-10,SO57469,2013-05-04 00:00:00.000,2369.96,572
24465,Tara,L,Andersen,Australia,2012-11-28,SO50770,2012-11-28 00:00:00.000,2181.5625,0
27640,Lauren,,Thomas,United States,2014-01-27,SO75068,2014-01-27 00:00:00.000,60.47,0
28207,Larry,W,Moreno,Australia,2013-01-05,SO51312,2013-01-05 00:00:00.000,2461.55,0
23464,Devin,J,Turner,United States,2013-11-14,SO70771,2013-11-14 00:00:00.000,29.99,0
11027,Jessie,R,Zhao,Australia,2011-01-16,SO69088,2013-10-24 00:00:00.000,778.62,1012
20738,Alex,O,Kelly,United States,2013-09-27,SO67162,2013-09-27 00:00:00.000,23.97,0
22877,Xavier,,Griffin,Canada,2011-07-30,SO68139,2013-10-10 00:00:00.000,2384.07,803
21373,Clayton,L,Liu,Australia,2013-03-12,SO54261,2013-03-12 00:00:00.000,15.23,0
15288,Logan,,Perry,United States,2012-01-30,SO47083,2012-01-30 00:00:00.000,782.99,0
23062,Natalie,,Reed,United States,2013-10-13,SO68294,2013-10-13 00:00:00.000,119.96,0
19416,Caitlin,,Morris,United Kingdom,2012-07-01,SO51394,2013-01-10 00:00:00.000,2475.95,193
11849,Faith,C,Reed,United States,2013-11-27,SO74580,2014-01-11 00:00:00.000,198.99,45
17898,Janet,J,Sanz,Germany,2012-11-22,SO50586,2012-11-22 00:00:00.000,2443.35,0
12300,Adriana,L,Gonzalez,France,2011-05-24,SO51547,2013-01-20 00:00:00.000,2498.34,607
22477,Kevin,,Diaz,Germany,2013-03-04,SO53871,2013-03-04 00:00:00.000,574.98,0
18383,Natalie,,Torres,United States,2013-08-02,SO63447,2013-08-02 00:00:00.000,13.98,0
15640,Gary,,Gomez,Australia,2013-01-28,SO57245,2013-05-01 00:00:00.000,32.28,93
18081,Amanda,,Parker,Canada,2013-07-12,SO63081,2013-07-30 00:00:00.000,29.99,18
19468,Ramon,,Lin,France,2013-11-23,SO71390,2013-11-23 00:00:00.000,6.28,0
13620,Damien,M,Ye,Australia,2012-07-06,SO48845,2012-07-06 00:00:00.000,2049.0982,0
17411,Jennifer,L,Brooks,Canada,2013-08-20,SO69127,2013-10-25 00:00:00.000,85.48,66
22893,Chloe,V,Miller,Canada,2011-07-24,SO45219,2011-07-24 00:00:00.000,3578.27,0
21893,Brandi,C,Hernandez,Australia,2012-03-02,SO47474,2012-03-02 00:00:00.000,2181.5625,0
18450,Willie,S,Shen,Australia,2013-10-29,SO69570,2013-10-29 00:00:00.000,25.48,0
21423,Connor,,Adams,Canada,2012-09-20,SO49760,2012-09-20 00:00:00.000,2049.0982,0
13938,Alejandro,J,Cai,United States,2012-11-27,SO54572,2013-03-17 00:00:00.000,889.45,110
25583,Carolyn,A,Arthur,Germany,2013-12-13,SO73025,2013-12-13 00:00:00.000,583.97,0
16109,Adam,K,Turner,Canada,2013-10-25,SO69128,2013-10-25 00:00:00.000,548.98,0
21458,Carson,,Price,United States,2013-06-15,SO60206,2013-06-15 00:00:00.000,49.97,0
17043,Isabella,K,Bennett,United States,2013-05-02,SO57349,2013-05-02 00:00:00.000,1760.47,0
25135,Kelvin,,Zhao,Australia,2013-12-02,SO72132,2013-12-02 00:00:00.000,7.28,0
13303,Jonathan,,Martinez,Canada,2013-05-03,SO65577,2013-09-02 00:00:00.000,9.99,122
19667,Billy,C,Carlson,Australia,2013-11-19,SO71098,2013-11-19 00:00:00.000,150.95,0
